sra,sample_id,species,family,tissue,stress,bioproject
SRR10737344,O_sativa_301,O_sativa,Poaceae,leaf,healthy, PRJNA596579
SRR10737345,O_sativa_301,O_sativa,Poaceae,leaf,healthy, PRJNA596579
SRR9888054,O_sativa_302,O_sativa,Poaceae,leaf,nitrogen, PRJNA558244
SRR9888055,O_sativa_302,O_sativa,Poaceae,leaf,nitrogen, PRJNA558244
SRR10737340,O_sativa_303,O_sativa,Poaceae,leaf,healthy, PRJNA596579
SRR10737341,O_sativa_303,O_sativa,Poaceae,leaf,healthy, PRJNA596579
SRR10737342,O_sativa_303,O_sativa,Poaceae,leaf,healthy, PRJNA596579
SRR10737337,O_sativa_304,O_sativa,Poaceae,leaf,salt, PRJNA596579
SRR10737338,O_sativa_304,O_sativa,Poaceae,leaf,salt, PRJNA596579
SRR10737339,O_sativa_304,O_sativa,Poaceae,leaf,salt, PRJNA596579
SRR10737343,O_sativa_305,O_sativa,Poaceae,leaf,salt, PRJNA596579
SRR10737346,O_sativa_305,O_sativa,Poaceae,leaf,salt, PRJNA596579
SRR10737347,O_sativa_305,O_sativa,Poaceae,leaf,salt, PRJNA596579
SRR1166453,P_armeniaca_001,P_armeniaca,Rosaceae,seed,healthy, PRJNA237575
SRR1166454,P_armeniaca_001,P_armeniaca,Rosaceae,seed,healthy, PRJNA237575
SRR4089437,P_armeniaca_001,P_armeniaca,Rosaceae,fruit,healthy, PRJNA340366
SRR4089438,P_armeniaca_001,P_armeniaca,Rosaceae,fruit,healthy, PRJNA340366
SRR4089439,P_armeniaca_002,P_armeniaca,Rosaceae,fruit,healthy, PRJNA340366
SRR4089440,P_armeniaca_002,P_armeniaca,Rosaceae,fruit,healthy, PRJNA340366
SRR4089441,P_armeniaca_003,P_armeniaca,Rosaceae,fruit,healthy, PRJNA340366
SRR4089442,P_armeniaca_003,P_armeniaca,Rosaceae,fruit,healthy, PRJNA340366
SRR4089443,P_armeniaca_004,P_armeniaca,Rosaceae,fruit,healthy, PRJNA340366
SRR4089444,P_armeniaca_004,P_armeniaca,Rosaceae,fruit,healthy, PRJNA340366
SRR1532598,P_avium_001,P_avium,Rosaceae,fruit,healthy,NA
SRR1523296,P_avium_002,P_avium,Rosaceae,fruit,healthy,NA
SRR1523295,P_avium_003,P_avium,Rosaceae,fruit,healthy,NA
SRR1523294,P_avium_004,P_avium,Rosaceae,fruit,healthy,NA
SRR1523293,P_avium_005,P_avium,Rosaceae,fruit,healthy,NA
SRR1532588,P_avium_006,P_avium,Rosaceae,fruit,healthy,NA
SRR1523290,P_avium_007,P_avium,Rosaceae,fruit,healthy,NA
SRR1523289,P_avium_008,P_avium,Rosaceae,fruit,healthy,NA
SRR1523288,P_avium_009,P_avium,Rosaceae,fruit,healthy,NA
SRR1518291,P_avium_010,P_avium,Rosaceae,fruit,healthy,NA
SRR10747000,P_avium_011,P_avium,Rosaceae,fruit,biotic,NA
SRR10747001,P_avium_011,P_avium,Rosaceae,fruit,biotic,NA
SRR10747002,P_avium_011,P_avium,Rosaceae,fruit,biotic,NA
SRR10747003,P_avium_012,P_avium,Rosaceae,fruit,healthy,NA
SRR10747004,P_avium_012,P_avium,Rosaceae,fruit,healthy,NA
SRR10747005,P_avium_012,P_avium,Rosaceae,fruit,healthy,NA
SRR8644912,P_axillaris_002,P_axillaris,Solanaceae,flower,healthy, PRJNA524676
SRR8644915,P_axillaris_002,P_axillaris,Solanaceae,flower,healthy, PRJNA524676
SRR8644914,P_axillaris_002,P_axillaris,Solanaceae,flower,healthy, PRJNA524676
SRR8644907,P_axillaris_002,P_axillaris,Solanaceae,flower,healthy, PRJNA524676
SRR8644906,P_axillaris_002,P_axillaris,Solanaceae,flower,healthy, PRJNA524676
SRR8644905,P_axillaris_002,P_axillaris,Solanaceae,flower,healthy, PRJNA524676
SRR8644904,P_axillaris_002,P_axillaris,Solanaceae,flower,healthy, PRJNA524676
SRR8644911,P_axillaris_002,P_axillaris,Solanaceae,flower,healthy, PRJNA524676
SRR8644910,P_axillaris_002,P_axillaris,Solanaceae,flower,healthy, PRJNA524676
SRR8644909,P_axillaris_002,P_axillaris,Solanaceae,flower,healthy, PRJNA524676
SRR8644908,P_axillaris_002,P_axillaris,Solanaceae,flower,healthy, PRJNA524676
SRR8644913,P_axillaris_002,P_axillaris,Solanaceae,flower,healthy, PRJNA524676
DRR126329,P_axillaris_003,P_axillaris,Solanaceae,stem,healthy, PRJDB6807
DRR126328,P_axillaris_004,P_axillaris,Solanaceae,stem,healthy, PRJDB6807
DRR126327,P_axillaris_005,P_axillaris,Solanaceae,leaf,healthy, PRJDB6807
SRR4309579,P_communis_001,P_communis,Rosaceae,fruit,healthy, PRJNA344800
SRR4309580,P_communis_001,P_communis,Rosaceae,fruit,healthy, PRJNA344800
SRR4309581,P_communis_001,P_communis,Rosaceae,fruit,healthy, PRJNA344800
SRR4309582,P_communis_002,P_communis,Rosaceae,fruit,cold, PRJNA344800
SRR4309583,P_communis_002,P_communis,Rosaceae,fruit,cold, PRJNA344800
SRR4309584,P_communis_002,P_communis,Rosaceae,fruit,cold, PRJNA344800
SRR4309585,P_communis_003,P_communis,Rosaceae,fruit,cold, PRJNA344800
SRR4309586,P_communis_003,P_communis,Rosaceae,fruit,cold, PRJNA344800
SRR4309587,P_communis_003,P_communis,Rosaceae,fruit,cold, PRJNA344800
SRR2976058,P_dulcis_001,P_dulcis,Rosaceae,flower,healthy, PRJNA244904
SRR2976060,P_dulcis_001,P_dulcis,Rosaceae,flower,healthy, PRJNA244904
SRR2976061,P_dulcis_002,P_dulcis,Rosaceae,flower,cold, PRJNA244904
SRR2976062,P_dulcis_002,P_dulcis,Rosaceae,flower,cold, PRJNA244904
SRR12328727,P_glaucum_001,P_glaucum,Poaceae,leaf,drought, PRJNA607164
SRR12328726,P_glaucum_002,P_glaucum,Poaceae,leaf,drought, PRJNA607164
SRR6327851,P_glaucum_003,P_glaucum,Poaceae,root,healthy, PRJNA419859
SRR6327852,P_glaucum_003,P_glaucum,Poaceae,root,healthy, PRJNA419859
SRR6327854,P_glaucum_003,P_glaucum,Poaceae,root,healthy, PRJNA419859
SRR6327853,P_glaucum_004,P_glaucum,Poaceae,root,healthy, PRJNA419859
SRR6327855,P_glaucum_004,P_glaucum,Poaceae,root,healthy, PRJNA419859
SRR6327856,P_glaucum_004,P_glaucum,Poaceae,root,healthy, PRJNA419859
SRR6327857,P_glaucum_005,P_glaucum,Poaceae,root,drought, PRJNA419859
SRR6327858,P_glaucum_005,P_glaucum,Poaceae,root,drought, PRJNA419859
SRR6327860,P_glaucum_005,P_glaucum,Poaceae,root,drought, PRJNA419859
SRR6327859,P_glaucum_006,P_glaucum,Poaceae,root,drought, PRJNA419859
SRR6327861,P_glaucum_006,P_glaucum,Poaceae,root,drought, PRJNA419859
SRR6327862,P_glaucum_006,P_glaucum,Poaceae,root,drought, PRJNA419859
SRR6257634,P_patens_001,P_patens,Funariaceae,other,healthy,NA
SRR6257561,P_patens_002,P_patens,Funariaceae,other,healthy,NA
SRR4473676,P_patens_003,P_patens,Funariaceae,other,healthy,NA
SRR4473675,P_patens_004,P_patens,Funariaceae,other,healthy,NA
SRR4473674,P_patens_005,P_patens,Funariaceae,other,healthy,NA
SRR4473673,P_patens_006,P_patens,Funariaceae,other,healthy,NA
SRR5631955,P_persica_001,P_persica,Rosaceae,leaf,biotic, PRJNA388577
SRR5631956,P_persica_001,P_persica,Rosaceae,leaf,biotic, PRJNA388577
SRR5631981,P_persica_001,P_persica,Rosaceae,leaf,biotic, PRJNA388577
SRR5631982,P_persica_001,P_persica,Rosaceae,leaf,biotic, PRJNA388577
SRR5631985,P_persica_001,P_persica,Rosaceae,leaf,biotic, PRJNA388577
SRR5631986,P_persica_001,P_persica,Rosaceae,leaf,biotic, PRJNA388577
SRR5631957,P_persica_002,P_persica,Rosaceae,leaf,biotic, PRJNA388577
SRR5631958,P_persica_002,P_persica,Rosaceae,leaf,biotic, PRJNA388577
SRR5631959,P_persica_002,P_persica,Rosaceae,leaf,biotic, PRJNA388577
SRR5631960,P_persica_002,P_persica,Rosaceae,leaf,biotic, PRJNA388577
SRR5631967,P_persica_002,P_persica,Rosaceae,leaf,biotic, PRJNA388577
SRR5631968,P_persica_002,P_persica,Rosaceae,leaf,biotic, PRJNA388577
SRR5631969,P_persica_002,P_persica,Rosaceae,leaf,biotic, PRJNA388577
SRR5631970,P_persica_002,P_persica,Rosaceae,leaf,biotic, PRJNA388577
SRR5631975,P_persica_002,P_persica,Rosaceae,leaf,biotic, PRJNA388577
SRR5631976,P_persica_002,P_persica,Rosaceae,leaf,biotic, PRJNA388577
SRR5631961,P_persica_003,P_persica,Rosaceae,leaf,biotic, PRJNA388577
SRR5631962,P_persica_003,P_persica,Rosaceae,leaf,biotic, PRJNA388577
SRR5631963,P_persica_003,P_persica,Rosaceae,leaf,biotic, PRJNA388577
SRR5631964,P_persica_003,P_persica,Rosaceae,leaf,biotic, PRJNA388577
SRR5631965,P_persica_003,P_persica,Rosaceae,leaf,biotic, PRJNA388577
SRR5631966,P_persica_003,P_persica,Rosaceae,leaf,biotic, PRJNA388577
SRR5631979,P_persica_003,P_persica,Rosaceae,leaf,biotic, PRJNA388577
SRR5631980,P_persica_003,P_persica,Rosaceae,leaf,biotic, PRJNA388577
SRR5631971,P_persica_004,P_persica,Rosaceae,leaf,healthy, PRJNA388577
SRR5631972,P_persica_004,P_persica,Rosaceae,leaf,healthy, PRJNA388577
SRR5631973,P_persica_004,P_persica,Rosaceae,leaf,healthy, PRJNA388577
SRR5631974,P_persica_004,P_persica,Rosaceae,leaf,healthy, PRJNA388577
SRR5631977,P_persica_004,P_persica,Rosaceae,leaf,healthy, PRJNA388577
SRR5631978,P_persica_004,P_persica,Rosaceae,leaf,healthy, PRJNA388577
SRR5631983,P_persica_004,P_persica,Rosaceae,leaf,healthy, PRJNA388577
SRR5631984,P_persica_004,P_persica,Rosaceae,leaf,healthy, PRJNA388577
SRR1687180,P_sativum_001,P_sativum,Fabaceae,root,healthy,NA
SRR1693829,P_sativum_002,P_sativum,Fabaceae,stem,healthy,NA
SRR1693840,P_sativum_003,P_sativum,Fabaceae,leaf,healthy,NA
SRR1951825,P_sativum_004,P_sativum,Fabaceae,flower,healthy,NA
SRR1951884,P_sativum_005,P_sativum,Fabaceae,seed,healthy,NA
SRR3472991,P_trichocarpa_001,P_trichocarpa,Salicaceae,stem,healthy,NA
SRR3472992,P_trichocarpa_002,P_trichocarpa,Salicaceae,stem,healthy,NA
SRR3472993,P_trichocarpa_003,P_trichocarpa,Salicaceae,stem,healthy,NA
SRR3472994,P_trichocarpa_004,P_trichocarpa,Salicaceae,leaf,healthy,NA
SRR3472995,P_trichocarpa_005,P_trichocarpa,Salicaceae,leaf,healthy,NA
SRR3472996,P_trichocarpa_006,P_trichocarpa,Salicaceae,leaf,healthy,NA
SRR3472997,P_trichocarpa_007,P_trichocarpa,Salicaceae,stem,healthy,NA
SRR3472998,P_trichocarpa_008,P_trichocarpa,Salicaceae,stem,healthy,NA
SRR3472999,P_trichocarpa_009,P_trichocarpa,Salicaceae,stem,healthy,NA
SRR3473000,P_trichocarpa_010,P_trichocarpa,Salicaceae,root,healthy,NA
SRR3473001,P_trichocarpa_011,P_trichocarpa,Salicaceae,root,healthy,NA
SRR3473002,P_trichocarpa_012,P_trichocarpa,Salicaceae,root,healthy,NA
SRR3473003,P_trichocarpa_013,P_trichocarpa,Salicaceae,stem,healthy,NA
SRR3473004,P_trichocarpa_014,P_trichocarpa,Salicaceae,stem,healthy,NA
SRR3473005,P_trichocarpa_015,P_trichocarpa,Salicaceae,stem,healthy,NA
SRR3473006,P_trichocarpa_016,P_trichocarpa,Salicaceae,stem,healthy,NA
SRR3473007,P_trichocarpa_017,P_trichocarpa,Salicaceae,stem,healthy,NA
SRR3473008,P_trichocarpa_018,P_trichocarpa,Salicaceae,stem,healthy,NA
SRR3473009,P_trichocarpa_019,P_trichocarpa,Salicaceae,stem,healthy,NA
SRR3473010,P_trichocarpa_020,P_trichocarpa,Salicaceae,stem,healthy,NA
SRR3473011,P_trichocarpa_021,P_trichocarpa,Salicaceae,stem,healthy,NA
SRR3473012,P_trichocarpa_022,P_trichocarpa,Salicaceae,stem,healthy,NA
SRR3473013,P_trichocarpa_023,P_trichocarpa,Salicaceae,stem,healthy,NA
SRR3473014,P_trichocarpa_024,P_trichocarpa,Salicaceae,stem,healthy,NA
SRR3642213,P_virgatum_001,P_virgatum,Poaceae,leaf,healthy, PRJNA323435
SRR3642217,P_virgatum_001,P_virgatum,Poaceae,leaf,healthy, PRJNA323435
SRR3642271,P_virgatum_001,P_virgatum,Poaceae,leaf,healthy, PRJNA323435
SRR3642214,P_virgatum_002,P_virgatum,Poaceae,leaf,healthy, PRJNA323435
SRR3642218,P_virgatum_002,P_virgatum,Poaceae,leaf,healthy, PRJNA323435
SRR3642290,P_virgatum_002,P_virgatum,Poaceae,leaf,healthy, PRJNA323435
SRR3642215,P_virgatum_003,P_virgatum,Poaceae,leaf,healthy, PRJNA323435
SRR3642221,P_virgatum_003,P_virgatum,Poaceae,leaf,healthy, PRJNA323435
SRR3642248,P_virgatum_003,P_virgatum,Poaceae,leaf,healthy, PRJNA323435
SRR3642216,P_virgatum_004,P_virgatum,Poaceae,leaf,healthy, PRJNA323435
SRR3642222,P_virgatum_004,P_virgatum,Poaceae,leaf,healthy, PRJNA323435
SRR3642260,P_virgatum_004,P_virgatum,Poaceae,leaf,healthy, PRJNA323435
SRR3642219,P_virgatum_005,P_virgatum,Poaceae,leaf,healthy, PRJNA323435
SRR3642226,P_virgatum_005,P_virgatum,Poaceae,leaf,drought, PRJNA323435
SRR3642293,P_virgatum_005,P_virgatum,Poaceae,leaf,healthy, PRJNA323435
SRR3642220,P_virgatum_006,P_virgatum,Poaceae,leaf,healthy, PRJNA323435
SRR3642237,P_virgatum_006,P_virgatum,Poaceae,leaf,healthy, PRJNA323435
SRR3642331,P_virgatum_006,P_virgatum,Poaceae,leaf,healthy, PRJNA323435
SRR3642223,P_virgatum_007,P_virgatum,Poaceae,leaf,drought, PRJNA323435
SRR3642231,P_virgatum_007,P_virgatum,Poaceae,leaf,drought, PRJNA323435
SRR3642238,P_virgatum_007,P_virgatum,Poaceae,leaf,drought, PRJNA323435
SRR3642225,P_virgatum_008,P_virgatum,Poaceae,leaf,drought, PRJNA323435
SRR3642232,P_virgatum_008,P_virgatum,Poaceae,leaf,drought, PRJNA323435
SRR3642239,P_virgatum_008,P_virgatum,Poaceae,leaf,drought, PRJNA323435
SRR3642227,P_virgatum_009,P_virgatum,Poaceae,leaf,drought, PRJNA323435
SRR3642233,P_virgatum_009,P_virgatum,Poaceae,leaf,drought, PRJNA323435
SRR3642240,P_virgatum_009,P_virgatum,Poaceae,leaf,drought, PRJNA323435
SRR3642228,P_virgatum_010,P_virgatum,Poaceae,leaf,drought, PRJNA323435
SRR3642234,P_virgatum_010,P_virgatum,Poaceae,leaf,drought, PRJNA323435
SRR3642241,P_virgatum_010,P_virgatum,Poaceae,leaf,drought, PRJNA323435
SRR3642229,P_virgatum_011,P_virgatum,Poaceae,leaf,drought, PRJNA323435
SRR3642235,P_virgatum_011,P_virgatum,Poaceae,leaf,drought, PRJNA323435
SRR3642242,P_virgatum_011,P_virgatum,Poaceae,leaf,drought, PRJNA323435
SRR3642230,P_virgatum_012,P_virgatum,Poaceae,leaf,drought, PRJNA323435
SRR3642236,P_virgatum_012,P_virgatum,Poaceae,leaf,drought, PRJNA323435
SRR3642243,P_virgatum_012,P_virgatum,Poaceae,leaf,drought, PRJNA323435
SRR3642244,P_virgatum_013,P_virgatum,Poaceae,leaf,healthy, PRJNA323435
SRR3642252,P_virgatum_013,P_virgatum,Poaceae,leaf,healthy, PRJNA323435
SRR3642258,P_virgatum_013,P_virgatum,Poaceae,leaf,healthy, PRJNA323435
SRR3642245,P_virgatum_014,P_virgatum,Poaceae,leaf,healthy, PRJNA323435
SRR3642253,P_virgatum_014,P_virgatum,Poaceae,leaf,healthy, PRJNA323435
SRR3642259,P_virgatum_014,P_virgatum,Poaceae,leaf,healthy, PRJNA323435
SRR3642246,P_virgatum_015,P_virgatum,Poaceae,leaf,healthy, PRJNA323435
SRR3642254,P_virgatum_015,P_virgatum,Poaceae,leaf,healthy, PRJNA323435
SRR3642261,P_virgatum_015,P_virgatum,Poaceae,leaf,healthy, PRJNA323435
SRR3642247,P_virgatum_016,P_virgatum,Poaceae,leaf,healthy, PRJNA323435
SRR3642255,P_virgatum_016,P_virgatum,Poaceae,leaf,healthy, PRJNA323435
SRR3642262,P_virgatum_016,P_virgatum,Poaceae,leaf,healthy, PRJNA323435
SRR3642249,P_virgatum_017,P_virgatum,Poaceae,leaf,healthy, PRJNA323435
SRR3642256,P_virgatum_017,P_virgatum,Poaceae,leaf,healthy, PRJNA323435
SRR3642263,P_virgatum_017,P_virgatum,Poaceae,leaf,healthy, PRJNA323435
SRR3642251,P_virgatum_018,P_virgatum,Poaceae,leaf,healthy, PRJNA323435
SRR3642257,P_virgatum_018,P_virgatum,Poaceae,leaf,healthy, PRJNA323435
SRR3642264,P_virgatum_018,P_virgatum,Poaceae,leaf,healthy, PRJNA323435
SRR3642265,P_virgatum_019,P_virgatum,Poaceae,leaf,drought, PRJNA323435
SRR3642272,P_virgatum_019,P_virgatum,Poaceae,leaf,drought, PRJNA323435
SRR3642286,P_virgatum_019,P_virgatum,Poaceae,leaf,drought, PRJNA323435
SRR3642266,P_virgatum_020,P_virgatum,Poaceae,leaf,drought, PRJNA323435
SRR3642280,P_virgatum_020,P_virgatum,Poaceae,leaf,drought, PRJNA323435
SRR3642287,P_virgatum_020,P_virgatum,Poaceae,leaf,drought, PRJNA323435
SRR3642267,P_virgatum_021,P_virgatum,Poaceae,leaf,drought, PRJNA323435
SRR3642281,P_virgatum_021,P_virgatum,Poaceae,leaf,drought, PRJNA323435
SRR3642288,P_virgatum_021,P_virgatum,Poaceae,leaf,drought, PRJNA323435
SRR3642268,P_virgatum_022,P_virgatum,Poaceae,leaf,drought, PRJNA323435
SRR3642282,P_virgatum_022,P_virgatum,Poaceae,leaf,drought, PRJNA323435
SRR3642289,P_virgatum_022,P_virgatum,Poaceae,leaf,drought, PRJNA323435
SRR3642269,P_virgatum_023,P_virgatum,Poaceae,leaf,drought, PRJNA323435
SRR3642283,P_virgatum_023,P_virgatum,Poaceae,leaf,drought, PRJNA323435
SRR3642291,P_virgatum_023,P_virgatum,Poaceae,leaf,drought, PRJNA323435
SRR3642270,P_virgatum_024,P_virgatum,Poaceae,leaf,drought, PRJNA323435
SRR3642285,P_virgatum_024,P_virgatum,Poaceae,leaf,drought, PRJNA323435
SRR3642292,P_virgatum_024,P_virgatum,Poaceae,leaf,drought, PRJNA323435
SRR1569274,P_vulgaris_001,P_vulgaris,Fabaceae,leaf,healthy, PRJNA210619
SRR1569385,P_vulgaris_002,P_vulgaris,Fabaceae,leaf,healthy, PRJNA210619
SRR1569475,P_vulgaris_003,P_vulgaris,Fabaceae,root,healthy, PRJNA210619
SRR1569477,P_vulgaris_004,P_vulgaris,Fabaceae,root,healthy, PRJNA210619
SRR1569463,P_vulgaris_005,P_vulgaris,Fabaceae,stem,healthy, PRJNA210619
SRR1569464,P_vulgaris_006,P_vulgaris,Fabaceae,flower,healthy,NA
SRR1569471,P_vulgaris_007,P_vulgaris,Fabaceae,seed,healthy, PRJNA210619
SRR1569472,P_vulgaris_008,P_vulgaris,Fabaceae,seed,healthy, PRJNA210619
SRR1569473,P_vulgaris_009,P_vulgaris,Fabaceae,seed,healthy, PRJNA210619
SRR1569465,P_vulgaris_010,P_vulgaris,Fabaceae,fruit,healthy, PRJNA210619
SRR1569467,P_vulgaris_011,P_vulgaris,Fabaceae,fruit,healthy, PRJNA210619
SRR1569468,P_vulgaris_012,P_vulgaris,Fabaceae,fruit,healthy, PRJNA210619
SRR1569469,P_vulgaris_013,P_vulgaris,Fabaceae,fruit,healthy, PRJNA210619
SRR398305,Porphyra_umbilicalis_001,Porphyra_umbilicalis,Bangiaceae,other,healthy,NA
SRR398304,Porphyra_umbilicalis_002,Porphyra_umbilicalis,Bangiaceae,other,healthy,NA
SRR398306,Porphyra_umbilicalis_003,Porphyra_umbilicalis,Bangiaceae,other,healthy,NA
SRR10744003,R_chinesis_001,R_chinesis,Rosaceae,leaf,heat, PRJNA596583
SRR10744004,R_chinesis_001,R_chinesis,Rosaceae,leaf,heat, PRJNA596583
SRR10744005,R_chinesis_001,R_chinesis,Rosaceae,leaf,heat, PRJNA596583
SRR10744006,R_chinesis_002,R_chinesis,Rosaceae,leaf,heat, PRJNA596583
SRR10744007,R_chinesis_002,R_chinesis,Rosaceae,leaf,heat, PRJNA596583
SRR10744008,R_chinesis_003,R_chinesis,Rosaceae,leaf,heat, PRJNA596583
SRR10744009,R_chinesis_003,R_chinesis,Rosaceae,leaf,heat, PRJNA596583
SRR10744010,R_chinesis_003,R_chinesis,Rosaceae,leaf,heat, PRJNA596583
SRR10744011,R_chinesis_004,R_chinesis,Rosaceae,leaf,heat, PRJNA596583
SRR10744012,R_chinesis_004,R_chinesis,Rosaceae,leaf,heat, PRJNA596583
SRR10744013,R_chinesis_004,R_chinesis,Rosaceae,leaf,heat, PRJNA596583
SRR7510230,R_idaeus_001,R_idaeus,Rosaceae,seed,healthy, PRJNA476755
SRR7510231,R_idaeus_001,R_idaeus,Rosaceae,seed,healthy, PRJNA476755
SRR7510232,R_idaeus_001,R_idaeus,Rosaceae,seed,healthy, PRJNA476755
SRR7510233,R_idaeus_002,R_idaeus,Rosaceae,seed,healthy, PRJNA476755
SRR7510234,R_idaeus_002,R_idaeus,Rosaceae,seed,healthy, PRJNA476755
SRR7510235,R_idaeus_002,R_idaeus,Rosaceae,seed,healthy, PRJNA476755
SRR7510238,R_idaeus_003,R_idaeus,Rosaceae,other,healthy, PRJNA476755
SRR7510239,R_idaeus_003,R_idaeus,Rosaceae,other,healthy, PRJNA476755
SRR7510242,R_idaeus_003,R_idaeus,Rosaceae,other,healthy, PRJNA476755
SRR7510243,R_idaeus_004,R_idaeus,Rosaceae,other,healthy, PRJNA476755
SRR7510244,R_idaeus_004,R_idaeus,Rosaceae,other,healthy, PRJNA476755
SRR7510245,R_idaeus_004,R_idaeus,Rosaceae,other,healthy, PRJNA476755
SRR8640174,S_aethiopicum_001,S_aethiopicum,Solanaceae,flower,healthy, PRJNA523664
SRR8640173,S_aethiopicum_001,S_aethiopicum,Solanaceae,flower,healthy, PRJNA523664
SRR8640172,S_aethiopicum_002,S_aethiopicum,Solanaceae,fruit,healthy, PRJNA523664
SRR8640171,S_aethiopicum_002,S_aethiopicum,Solanaceae,fruit,healthy, PRJNA523664
SRR8640170,S_aethiopicum_003,S_aethiopicum,Solanaceae,root,healthy, PRJNA523664
SRR8640169,S_aethiopicum_004,S_aethiopicum,Solanaceae,leaf,healthy, PRJNA523664
SRR8640119,S_aethiopicum_004,S_aethiopicum,Solanaceae,leaf,healthy, PRJNA523664
SRR8640117,S_aethiopicum_004,S_aethiopicum,Solanaceae,leaf,healthy, PRJNA523664
SRR8640116,S_aethiopicum_004,S_aethiopicum,Solanaceae,leaf,healthy, PRJNA523664
SRR8640108,S_aethiopicum_004,S_aethiopicum,Solanaceae,leaf,healthy, PRJNA523664
SRR2229192,S_aethiopicum_005,S_aethiopicum,Solanaceae,other,healthy, PRJNA294406
SRR6431645,S_aethiopicum_006,S_aethiopicum,Solanaceae,leaf,healthy, PRJNA427876
SRR9735386,S_bicolor_001,S_bicolor,Poaceae,leaf,drought, PRJNA556240
SRR9735388,S_bicolor_001,S_bicolor,Poaceae,leaf,drought, PRJNA556240
SRR9735387,S_bicolor_002,S_bicolor,Poaceae,leaf,healthy, PRJNA556240
SRR9735393,S_bicolor_002,S_bicolor,Poaceae,leaf,healthy, PRJNA556240
SRR9735394,S_bicolor_002,S_bicolor,Poaceae,leaf,healthy, PRJNA556240
SRR9735389,S_bicolor_003,S_bicolor,Poaceae,leaf,healthy, PRJNA556240
SRR9735391,S_bicolor_003,S_bicolor,Poaceae,leaf,healthy, PRJNA556240
SRR9735392,S_bicolor_003,S_bicolor,Poaceae,leaf,healthy, PRJNA556240
SRR9735390,S_bicolor_004,S_bicolor,Poaceae,leaf,drought, PRJNA556240
SRR9735395,S_bicolor_004,S_bicolor,Poaceae,leaf,drought, PRJNA556240
SRR9735396,S_bicolor_004,S_bicolor,Poaceae,leaf,drought, PRJNA556240
SRR959765,S_bicolor_005,S_bicolor,Poaceae,seed,healthy, PRJNA217523
SRR959766,S_bicolor_006,S_bicolor,Poaceae,stem,healthy, PRJNA217523
SRR959767,S_bicolor_006,S_bicolor,Poaceae,stem,healthy, PRJNA217523
SRR959768,S_bicolor_007,S_bicolor,Poaceae,flower,healthy, PRJNA217523
SRR959769,S_bicolor_007,S_bicolor,Poaceae,flower,healthy, PRJNA217523
SRR959770,S_bicolor_007,S_bicolor,Poaceae,flower,healthy, PRJNA217523
SRR959771,S_bicolor_007,S_bicolor,Poaceae,flower,healthy, PRJNA217523
SRR959773,S_bicolor_008,S_bicolor,Poaceae,stem,healthy, PRJNA217523
SRR959772,S_bicolor_008,S_bicolor,Poaceae,stem,healthy, PRJNA217523
SRR959782,S_bicolor_009,S_bicolor,Poaceae,root,healthy, PRJNA217523
SRR959783,S_bicolor_009,S_bicolor,Poaceae,root,healthy, PRJNA217523
SRR959784,S_bicolor_009,S_bicolor,Poaceae,root,healthy, PRJNA217523
SRR959785,S_bicolor_009,S_bicolor,Poaceae,root,healthy, PRJNA217523
SRR959786,S_bicolor_009,S_bicolor,Poaceae,root,healthy, PRJNA217523
SRR959796,S_bicolor_010,S_bicolor,Poaceae,seedling,healthy, PRJNA217523
SRR959797,S_bicolor_010,S_bicolor,Poaceae,seedling,healthy, PRJNA217523
SRR959798,S_bicolor_010,S_bicolor,Poaceae,seedling,healthy, PRJNA217523
ERR2096903,S_bicolor_011,S_bicolor,Poaceae,seedling,healthy, PRJEB22168
ERR2096904,S_bicolor_011,S_bicolor,Poaceae,seedling,healthy, PRJEB22168
ERR2096905,S_bicolor_011,S_bicolor,Poaceae,seedling,healthy, PRJEB22168
ERR2096906,S_bicolor_011,S_bicolor,Poaceae,seedling,healthy, PRJEB22168
ERR2096907,S_bicolor_011,S_bicolor,Poaceae,seedling,healthy, PRJEB22168
ERR2096959,S_bicolor_011,S_bicolor,Poaceae,seedling,healthy, PRJEB22168
ERR2096960,S_bicolor_011,S_bicolor,Poaceae,seedling,healthy, PRJEB22168
ERR2096961,S_bicolor_011,S_bicolor,Poaceae,seedling,healthy, PRJEB22168
ERR2096962,S_bicolor_011,S_bicolor,Poaceae,seedling,healthy, PRJEB22168
ERR2096958,S_bicolor_011,S_bicolor,Poaceae,seedling,healthy, PRJEB22168
ERR2097014,S_bicolor_011,S_bicolor,Poaceae,seedling,healthy, PRJEB22168
ERR2097015,S_bicolor_011,S_bicolor,Poaceae,seedling,healthy, PRJEB22168
ERR2097016,S_bicolor_011,S_bicolor,Poaceae,seedling,healthy, PRJEB22168
ERR2097017,S_bicolor_011,S_bicolor,Poaceae,seedling,healthy, PRJEB22168
ERR2097013,S_bicolor_011,S_bicolor,Poaceae,seedling,healthy, PRJEB22168
ERR2096908,S_bicolor_012,S_bicolor,Poaceae,root,healthy, PRJEB22168
ERR2096909,S_bicolor_012,S_bicolor,Poaceae,root,healthy, PRJEB22168
ERR2096910,S_bicolor_012,S_bicolor,Poaceae,root,healthy, PRJEB22168
ERR2096911,S_bicolor_012,S_bicolor,Poaceae,root,healthy, PRJEB22168
ERR2096912,S_bicolor_012,S_bicolor,Poaceae,root,healthy, PRJEB22168
